id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
607299,BRA-2025-2-2-XXX140-503,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-26,Man shot dead on his way home from work in Itacoatiara community.""",Portal Tucumã,2025-11-26,Man shot dead on his way home from work in Itacoatiara community.,Portal Tucumã,1,Itacoatiara town,"Vila do Engenho community, rural area of ​​Itacoatiara",Amazonas state,Itacoatiara municipality,-3.14306,-58.44417,POINT (-58.44417 -3.14306),124804,Brazil,140,Americas,1,1,2025-11-25,2025-11-25,0,0,0,1,1,1,1,,
607300,BRA-2025-2-2-XXX140-504,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-26,Woman shot dead while riding motorcycle in Coari""",Portal Tucumã,2025-11-26,Woman shot dead while riding motorcycle in Coari,Portal Tucumã,1,Coari town,"Liberdade neighborhood, in Coari, a municipality located 363 kilometers from Manaus",Amazonas state,Coari municipality,-4.095916,-63.142277,POINT (-63.142277 -4.095916),123354,Brazil,140,Americas,1,1,2025-11-25,2025-11-25,0,0,0,1,1,1,1,,
607295,BRA-2025-2-2-XXX140-501,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-27,WATCH VIDEO: Criminal films man being shot to death in Amazonas""",Portal Tucumã,2025-11-27,WATCH VIDEO: Criminal films man being shot to death in Amazonas,Portal Tucumã,1,Benjamin Constant forest area,"vicinity of the port of Benjamin Constant, in the interior of Amazonas",Amazonas state,Benjamin Constant municipality,-4.5,-70.166667,POINT (-70.166667 -4.5),123340,Brazil,140,Americas,1,1,2025-11-26,2025-11-26,0,0,0,1,1,1,1,,
607296,BRA-2025-2-2-XXX140-502,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-27,Man shot dead in Vila Paraíso neighborhood, in Tabatinga; VIDEO""",Portal Tucumã,2025-11-27,"Man shot dead in Vila Paraíso neighborhood, in Tabatinga; VIDEO",Portal Tucumã,1,Tabatinga town,"Vila Paraíso neighborhood, in the municipality of Tabatinga",Amazonas state,Tabatinga municipality,-4.23116,-69.93858,POINT (-69.93858 -4.23116),123341,Brazil,140,Americas,1,1,2025-11-26,2025-11-26,0,0,0,1,1,1,1,,
607297,BRA-2025-2-2-XXX140-507,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-27,Find out who the men killed by approximately 15 gunshots were in Ramal do Brasileirinho.""",Portal Tucumã,2025-11-27,Find out who the men killed by approximately 15 gunshots were in Ramal do Brasileirinho.,Portal Tucumã,1,Manaus town,"Ramal do Brasileirinho, in the East Zone of Manaus",Amazonas state,Manaus municipality,-3.10194,-60.025,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2025-11-26,2025-11-26,0,0,0,2,2,2,2,,
607298,BRA-2025-2-2-XXX140-505,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-26,Man shot dead during chase in Compensa; police are investigating.""",Portal Tucumã,2025-11-26,Man shot dead during chase in Compensa; police are investigating.,Portal Tucumã,1,Manaus town,"Compensa neighborhood, West Zone of Manaus",Amazonas state,Manaus municipality,-3.10194,-60.025,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2025-11-26,2025-11-26,0,0,0,1,1,1,1,,
607294,BRA-2025-2-2-XXX140-506,2025,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2025-11-28,Man found dead after knife attack; police investigate motive for the crime.""",Portal Tucumã,2025-11-28,Man found dead after knife attack; police investigate motive for the crime.,Portal Tucumã,1,Manaus town,an area served by the 21st Community Interactive Company,Amazonas state,Manaus municipality,-3.10194,-60.025,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2025-11-28,2025-11-28,0,0,0,1,1,1,1,,
605941,AFG-2025-3-973-376,2025,true,Check deaths,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""@Intelligency225,2025-11-20,#BurkinaFaso 🇧🇫 #Seno:""",@Intelligency225,2025-11-20,#BurkinaFaso 🇧🇫 #Seno:,,2,Yakouta village,"locality of #YACOUTA, located in the department of #Dori",Liptako region,Séno province,14.075713,-0.137575,POINT (-0.137575 14.075713),150120,Burkina Faso,439,Africa,1,1,2025-11-19,2025-11-19,0,0,0,0,0,1,0,,
605827,BFO-2025-3-1162-21,2025,true,Check dyad,3,78,695,Government of Burkina Faso - Civilians,78,1162,Government of Burkina Faso - Civilians,78,78,Government of Burkina Faso,9999,1,Civilians,1,"""Naïm Touré on Telegram,2025-12-01,Burkina-Faso, Région de l'Est """,Naïm Touré on Telegram,2025-12-01,"Burkina-Faso, Région de l'Est",,1,Fada N'gourma town,Fada,Goulmou region,Gourma province,12.06157,0.35843,POINT (0.35843 12.06157),147241,Burkina Faso,439,Africa,1,1,2025-11-30,2025-11-30,0,0,1,0,1,1,1,439,
606979,BFO-2025-1-14953-36,2025,true,Check dyad,1,13840,13840,Burkina Faso: Islamic State,14953,14953,Government of Burkina Faso - IS,78,78,Government of Burkina Faso,234,234,IS,1,"""Agence d'Informations du Burkina,2025-12-02,Burkina : Acculés, les terroristes enrôlent des adolescents""",Agence d'Informations du Burkina,2025-12-02,"Burkina : Acculés, les terroristes enrôlent des adolescents",state media,2,Bani village,between Yalgo and Bani,Liptako region,Séno province,13.72139,-0.17222,POINT (-0.17222 13.72139),149400,Burkina Faso,439,Africa,1,1,2025-11-06,2025-11-06,0,0,0,0,0,1,0,439,
605425,BFO-2025-1-14953-33,2025,true,Check dyad,1,13840,13840,Burkina Faso: Islamic State,14953,14953,Government of Burkina Faso - IS,78,78,Government of Burkina Faso,234,234,IS,2,"""@BrantPhilip_,2025-11-11,An attack "";""Naïm Touré on Telegram,2025-11-11,Burkina-Faso, Région du Sahel.""",@BrantPhilip_;Naïm Touré on Telegram,2025-11-11;2025-11-11,"An attack ;Burkina-Faso, Région du Sahel.",,1,Gorgadji village,Gorgadji,Liptako region,Séno province,14.03279,-0.5195,POINT (-0.5195 14.03279),150119,Burkina Faso,439,Africa,1,1,2025-11-11,2025-11-11,0,0,0,0,0,1,0,439,
601651,BEN-2025-3-15136-84,2025,true,Clear,3,6716,13968,JNIM - Civilians,6716,15136,JNIM - Civilians,6716,6716,JNIM,9999,1,Civilians,2,"""@Intelligency225,2025-11-02,#BurkinaFaso 🇧🇫 #Bani"";""@Wamaps_news,2025-11-03,BURKINA FASO """,@Intelligency225;@Wamaps_news,2025-11-02;2025-11-03,#BurkinaFaso 🇧🇫 #Bani;BURKINA FASO,,1,Bani village,Bani,Liptako region,Séno province,13.72139,-0.17222,POINT (-0.17222 13.72139),149400,Burkina Faso,439,Africa,1,1,2025-11-01,2025-11-01,0,0,2,0,2,2,2,,
605509,BEN-2025-3-15136-90,2025,true,Check dyad,3,6716,13968,JNIM - Civilians,6716,15136,JNIM - Civilians,6716,6716,JNIM,9999,1,Civilians,1,"""@Wamaps_news,2025-11-25,Burkina Faso""",@Wamaps_news,2025-11-25,Burkina Faso,local sources,1,Komandougou village,Komandougou,Goulmou region,Gourma province,12.142815,0.322536,POINT (0.322536 12.142815),147241,Burkina Faso,439,Africa,1,4,2025-11-04,2025-11-25,0,0,0,0,0,3,0,,
602771,BEN-2025-3-15136-87,2025,true,Clear,3,6716,13968,JNIM - Civilians,6716,15136,JNIM - Civilians,6716,6716,JNIM,9999,1,Civilians,1,"""Naïm Touré on Telegram,2025-11-10,Burkina-Faso, Région de l'Est """,Naïm Touré on Telegram,2025-11-10,"Burkina-Faso, Région de l'Est",,5,Diapangou departmenet,"Kibaka, in the commune of Diapangou",Goulmou region,Gourma province,12.103633,0.167105,POINT (0.167105 12.103633),147241,Burkina Faso,439,Africa,1,1,2025-11-09,2025-11-09,0,0,1,0,1,1,1,,
605708,BEN-2025-3-15136-93,2025,true,Clear,3,6716,13968,JNIM - Civilians,6716,15136,JNIM - Civilians,6716,6716,JNIM,9999,1,Civilians,1,"""Naïm Touré on Telegram,2025-11-11,Burkina-Faso, Région du Centre Nord.""",Naïm Touré on Telegram,2025-11-11,"Burkina-Faso, Région du Centre Nord.",,1,Yaongo village,"Yaongo, a village in the commune of Dargo, Namentenga province",Kuilsé region,Namentenga province,12.625669,-0.264607,POINT (-0.2646071 12.6256695),147960,Burkina Faso,439,Africa,1,1,2025-11-11,2025-11-11,0,0,1,0,1,1,1,,
605929,BEN-2025-3-15136-99,2025,true,Check deaths,3,6716,13968,JNIM - Civilians,6716,15136,JNIM - Civilians,6716,6716,JNIM,9999,1,Civilians,1,"""@Intelligency225,2025-11-16,#BurkinaFaso 🇧🇫 #Namentenga""",@Intelligency225,2025-11-16,#BurkinaFaso 🇧🇫 #Namentenga,,2,Silmague village (Tougouri),"locality of #SILMANDJI, Namentenga",Kuilsé region,Namentenga province,13.08126,-0.52578,POINT (-0.52578 13.08126),148679,Burkina Faso,439,Africa,1,1,2025-11-15,2025-11-15,0,0,0,0,0,1,0,,
605753,BEN-2025-3-15136-94,2025,true,Check deaths,3,6716,13968,JNIM - Civilians,6716,15136,JNIM - Civilians,6716,6716,JNIM,9999,1,Civilians,2,"""Naïm Touré on Telegram,2025-11-15,Burkina-Faso, région de l'Est "";""@Intelligency225,2025-11-16,#BurkinaFaso 🇧🇫 #Gnagna""",Naïm Touré on Telegram;@Intelligency225,2025-11-15;2025-11-16,"Burkina-Faso, région de l'Est ;#BurkinaFaso 🇧🇫 #Gnagna",,1,Noali village,"Noali, a village in the commune of Piéla (Gnagna province)",Sirba region,Gnagna province,12.699341,-0.196653,POINT (-0.19665260574539639 12.699340606691834),147960,Burkina Faso,439,Africa,1,1,2025-11-15,2025-11-15,0,0,0,0,0,1,0,,
605760,BEN-2025-3-15136-95,2025,true,Check deaths,3,6716,13968,JNIM - Civilians,6716,15136,JNIM - Civilians,6716,6716,JNIM,9999,1,Civilians,1,"""Naïm Touré on Telegram,2025-11-16,Burkina-Faso, Région du Centre-Nord.""",Naïm Touré on Telegram,2025-11-16,"Burkina-Faso, Région du Centre-Nord.",,1,Pensa town,"Pensa, a town located in Sanmatenga province",Kuilsé region,Sandbondtenga province,13.64056,-0.80944,POINT (-0.80944 13.64056),149399,Burkina Faso,439,Africa,1,1,2025-11-16,2025-11-16,0,0,0,0,0,1,0,,
605763,BEN-2025-3-15136-96,2025,true,Check deaths,3,6716,13968,JNIM - Civilians,6716,15136,JNIM - Civilians,6716,6716,JNIM,9999,1,Civilians,1,"""Naïm Touré on Telegram,2025-11-19,Burkina-Faso, Région du Centre-Nord.""",Naïm Touré on Telegram,2025-11-19,"Burkina-Faso, Région du Centre-Nord.",,1,Pensa town,Pensa village in Sanmatenga province,Kuilsé region,Sandbondtenga province,13.64056,-0.80944,POINT (-0.80944 13.64056),149399,Burkina Faso,439,Africa,1,1,2025-11-19,2025-11-19,0,0,0,0,0,1,0,,
605510,BEN-2025-3-15136-91,2025,true,Clear,3,6716,13968,JNIM - Civilians,6716,15136,JNIM - Civilians,6716,6716,JNIM,9999,1,Civilians,3,"""@Intelligency225,2025-11-26,#BurkinaFaso 🇧🇫 #Goulmou"";""Naïm Touré on Telegram,2025-11-24,Burkina-Faso, Région de l'Est"";""Naïm Touré on Telegram,2025-11-29,Burkina-Faso, Région de l'Est.""",@Intelligency225;Naïm Touré on Telegram;Naïm Touré on Telegram,2025-11-26;2025-11-24;2025-11-29,"#BurkinaFaso 🇧🇫 #Goulmou;Burkina-Faso, Région de l'Est;Burkina-Faso, Région de l'Est.",,1,Boudangou village,"Boudangou (Gnagna province)

Boudangou in the commune of Manni (Gnagna province)

Boudangou village located less than 15 km from Fada N'Gourma",Goulmou region,Gourma province,12.132358,0.327219,POINT (0.3272195 12.1323587),147241,Burkina Faso,439,Africa,1,1,2025-11-23,2025-11-23,0,0,3,0,3,3,3,,
602430,BFO-2025-1-15175-820,2025,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""Agence D'Information du Burkina,2025-11-04,Counter-terrorism operations: Combat forces inflict heavy losses on terrorists in several regions of Burkina Faso""",Agence D'Information du Burkina,2025-11-04,Counter-terrorism operations: Combat forces inflict heavy losses on terrorists in several regions of Burkina Faso,AIB,3,Gnagna province,Gnagna,Sirba region,Gnagna province,12.9188,0.0392,POINT (0.0392 12.9188),147961,Burkina Faso,439,Africa,1,1,2025-11-01,2025-11-01,0,0,0,0,0,1,0,439,
601647,BFO-2025-1-15175-760,2025,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,5,"""@Intelligency225,2025-11-01,The #JNIM"";""@Intelligency225,2025-10-26,#BurkinaFaso "";""@Intelligency225,2025-11-02,#BurkinaFaso 🇧🇫 #Bani"";""@Wamaps_news,2025-11-03,BURKINA FASO "";""Naïm Touré on Telegram,2025-11-05,Burkina-Faso, Région du Sahel""",@Intelligency225;@Intelligency225;@Intelligency225;@Wamaps_news;Naïm Touré on Telegram,2025-11-01;2025-10-26;2025-11-02;2025-11-03;2025-11-05,"The #JNIM;#BurkinaFaso ;#BurkinaFaso 🇧🇫 #Bani;BURKINA FASO ;Burkina-Faso, Région du Sahel",JNIM; intelligence reports,1,Bani village,"#Bani, in the province of #Dori",Liptako region,Séno province,13.72139,-0.17222,POINT (-0.17222 13.72139),149400,Burkina Faso,439,Africa,1,1,2025-11-01,2025-11-01,3,0,0,0,3,4,3,439,
601645,BFO-2025-1-15175-759,2025,true,Check deaths,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@Intelligency225,2025-11-02,#BurkinaFaso 🇧🇫 #Sourou""",@Intelligency225,2025-11-02,#BurkinaFaso 🇧🇫 #Sourou,,2,Di village,locality of #DÎ,Sourou region,Sourou province,13.166148,-3.415425,POINT (-3.415425 13.166148),148674,Burkina Faso,439,Africa,1,1,2025-11-01,2025-11-01,0,0,0,0,0,1,0,439,
602296,BFO-2025-1-15175-801,2025,true,Check vague or biased source,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,2,"""Naïm Touré on Telegram,2025-11-01,Burkina-Faso, Région Centre-Nord."";""Naïm Touré on Telegram,2025-11-01,Burkina-Faso""",Naïm Touré on Telegram;Naïm Touré on Telegram,2025-11-01;2025-11-01,"Burkina-Faso, Région Centre-Nord.;Burkina-Faso",JNIM,1,Bonam village,"Bonam in the commune of Boulsa, Namentenga Province",Kuilsé region,Namentenga province,12.786066,-0.610418,POINT (-0.610418 12.786066),147959,Burkina Faso,439,Africa,1,1,2025-11-01,2025-11-01,0,0,0,0,0,1,0,439,
602297,BFO-2025-1-15175-802,2025,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""Naïm Touré on Telegram,2025-11-03,Burkina-Faso, Région de l'Est """,Naïm Touré on Telegram,2025-11-03,"Burkina-Faso, Région de l'Est",,5,Bogandé department,Bogandé (Gnagna province),Sirba region,Gnagna province,12.941261,0.01356,POINT (0.01356 12.941261),147961,Burkina Faso,439,Africa,1,1,2025-11-01,2025-11-01,0,0,1,0,1,1,1,439,
606557,BFO-2025-1-15175-873,2025,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""Naïm Touré on Telegram,2025-12-05,Bavure se l’armée Burkinabè dans la région du Sahel. """,Naïm Touré on Telegram,2025-12-05,Bavure se l’armée Burkinabè dans la région du Sahel.,,1,Bombofa village,"Bambofa (Dori/Séno commune), a locality situated between Dori and Arbinda",Liptako region,Séno province,14.03761,-0.31106,POINT (-0.31106 14.03761),150120,Burkina Faso,439,Africa,1,4,2025-11-01,2025-11-30,0,0,0,12,12,12,12,439,
602431,BFO-2025-1-15175-821,2025,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""Agence D'Information du Burkina,2025-11-04,Counter-terrorism operations: Combat forces inflict heavy losses on terrorists in several regions of Burkina Faso""",Agence D'Information du Burkina,2025-11-04,Counter-terrorism operations: Combat forces inflict heavy losses on terrorists in several regions of Burkina Faso,AIB,2,Barsalogo village,north of Barsalogho,Kuilsé region,Sandbondtenga province,13.41389,-1.05583,POINT (-1.05583 13.41389),148678,Burkina Faso,439,Africa,1,1,2025-11-02,2025-11-02,0,0,0,0,0,1,0,439,
602298,BFO-2025-1-15175-803,2025,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""Naïm Touré on Telegram,2025-11-04,Burkina-Faso, Région du Nord.""",Naïm Touré on Telegram,2025-11-04,"Burkina-Faso, Région du Nord.",JNIM,1,Youba village,Youba,Yaadga region,Yatenga province,13.66783,-2.37536,POINT (-2.37536 13.66783),149396,Burkina Faso,439,Africa,1,1,2025-11-03,2025-11-03,0,0,0,0,0,1,0,439,
602348,BFO-2025-1-15175-805,2025,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,2,"""Naïm Touré on Telegram,2025-11-04,Burkina-Faso, région des Hauts-Bassins."";""Naïm Touré on Telegram,2025-11-06,Burkina-Faso, Région des Hauts-Bassins """,Naïm Touré on Telegram;Naïm Touré on Telegram,2025-11-04;2025-11-06,"Burkina-Faso, région des Hauts-Bassins.;Burkina-Faso, Région des Hauts-Bassins",JNIM,1,Sadina village,"Sadina, commune of Kourouma (Kénédougou)",Guiriko region,Kénédougou province,11.497703,-4.621516,POINT (-4.6215165193735945 11.497703019590141),145791,Burkina Faso,439,Africa,1,1,2025-11-03,2025-11-03,0,0,0,0,0,4,0,439,
606981,BFO-2025-1-15175-890,2025,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""Agence d'Informations du Burkina,2025-12-02,Burkina : Acculés, les terroristes enrôlent des adolescents""",Agence d'Informations du Burkina,2025-12-02,"Burkina : Acculés, les terroristes enrôlent des adolescents",state media,5,Baraboulé department,Baraboulé,Soum region,Djelgodji province,14.143681,-1.841886,POINT (-1.841886 14.143681),150117,Burkina Faso,439,Africa,1,1,2025-11-03,2025-11-03,0,0,0,0,0,1,0,439,
602349,BFO-2025-1-15175-806,2025,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,2,"""Naïm Touré on Telegram,2025-11-05,Burkina-Faso, région du Centre-Nord."";""Naïm Touré on Telegram,2025-11-05,Burkina-Faso, Région du Centre Nord.""",Naïm Touré on Telegram;Naïm Touré on Telegram,2025-11-05;2025-11-05,"Burkina-Faso, région du Centre-Nord.;Burkina-Faso, Région du Centre Nord.",JNIM,1,Zambanga village,(Zambango ) in (Kaya),Kuilsé region,Namentenga province,12.73333,-0.56667,POINT (-0.56667 12.73333),147959,Burkina Faso,439,Africa,1,1,2025-11-04,2025-11-04,2,0,0,0,2,6,2,439,
